,id,cellIndex,name,profile,timezone,isActive,lastWeatherStationActivity,current_weather
273,7a8a0110-4e9d-11ed-960b-b351f0b0cc44,871f14c9dffffff,Deep Seafoam Typhoon,M5,Europe/Brussels,True,2024-06-01T20:35:37+02:00,"{'timestamp': '2024-06-01T20:35:37+02:00', 'temperature': 15.2, 'humidity': 95, 'wind_speed': 2.19, 'wind_gust': 3.57, 'wind_direction': 290, 'solar_irradiance': 11.991803278688524, 'uv_index': 0, 'precipitation': 0, 'pressure': 1018.16, 'icon': 'partly-cloudy-day', 'precipitation_accumulated': 0, 'dew_point': 14.403914242901019, 'feels_like': 15.2}"
274,5c603db0-512e-11ed-960f-d7d4cf200cc9,871fa4cadffffff,Fit Sinopia Downburst,M5,Europe/Brussels,True,2024-06-01T20:34:58+02:00,"{'timestamp': '2024-06-01T20:34:58+02:00', 'temperature': 13.9, 'humidity': 98, 'wind_speed': 3.93, 'wind_gust': 4.59, 'wind_direction': 339, 'solar_irradiance': 5.991803278688525, 'uv_index': 0, 'precipitation': 0, 'pressure': 1019.05, 'icon': 'partly-cloudy-day', 'precipitation_accumulated': 3.5599999999999454, 'dew_point': 13.589014481527695, 'feels_like': 13.9}"
275,13408900-4e9a-11ed-960b-b351f0b0cc44,8744a18e5ffffff,Faint Ash Beaufort,M5,America/New_York,True,2024-06-01T14:35:59-04:00,"{'timestamp': '2024-06-01T14:35:59-04:00', 'temperature': 31.8, 'humidity': 65, 'wind_speed': 0.84, 'wind_gust': 1.02, 'wind_direction': 9, 'solar_irradiance': 806.4754098360655, 'uv_index': 7, 'precipitation': 0, 'pressure': 1017.04, 'icon': 'partly-cloudy-day', 'precipitation_accumulated': 0, 'dew_point': 24.407852160802232, 'feels_like': 38.441519701999994}"
276,2a4270c0-504b-11ed-960b-b351f0b0cc44,872da2753ffffff,Shaggy Sky Downpour,M5,Asia/Beirut,True,2024-06-01T21:35:38+03:00,"{'timestamp': '2024-06-01T21:35:38+03:00', 'temperature': 22.7, 'humidity': 33, 'wind_speed': 2.19, 'wind_gust': 2.55, 'wind_direction': 73, 'solar_irradiance': 0, 'uv_index': 0, 'precipitation': 0, 'pressure': 936.6, 'icon': 'partly-cloudy-night', 'precipitation_accumulated': 0, 'dew_point': 5.599103207432556, 'feels_like': 22.7}"
277,bbb76ca0-4f7d-11ed-960f-d7d4cf200cc9,8726c845bffffff,Tall Tan Sun,M5,America/Chicago,True,2024-06-01T13:35:53-05:00,"{'timestamp': '2024-06-01T13:35:53-05:00', 'temperature': 20.4, 'humidity': 97, 'wind_speed': 0.19, 'wind_gust': 1.02, 'wind_direction': 151, 'solar_irradiance': 365.155737704918, 'uv_index': 3, 'precipitation': 3.18, 'pressure': 993.71, 'icon': 'rain', 'precipitation_accumulated': 7.1099999999999, 'dew_point': 19.907436330827853, 'feels_like': 20.4}"
278,da913900-bf51-11ed-95eb-b351f0b0cc44,87194855effffff,Zealous Slate Nimbostratus,Helium,Europe/London,True,2024-06-01T19:33:54+01:00,"{'timestamp': '2024-06-01T19:33:54+01:00', 'temperature': 13.7, 'humidity': 81, 'wind_speed': 0, 'wind_gust': 0, 'wind_direction': 336, 'solar_irradiance': 42.01639344262295, 'uv_index': 0, 'precipitation': 0, 'pressure': 6553.5, 'icon': 'partly-cloudy-day', 'precipitation_accumulated': 2147491.267, 'dew_point': 10.497881534338212, 'feels_like': 13.7}"
279,c93b4920-4ee0-11ed-9972-4f669f2d96bd,8728d3a22ffffff,Lively Timberwolf Centimeter,M5,America/Los_Angeles,True,2024-06-01T11:35:52-07:00,"{'timestamp': '2024-06-01T11:35:52-07:00', 'temperature': 12.6, 'humidity': 98, 'wind_speed': 0, 'wind_gust': 0, 'wind_direction': 308, 'solar_irradiance': 71.10655737704919, 'uv_index': 0, 'precipitation': 0.33, 'pressure': 996.67, 'icon': 'drizzle', 'precipitation_accumulated': 5.8400000000001455, 'dew_point': 12.292151527085169, 'feels_like': 12.6}"
280,8f7ea1b0-1dcf-11ed-9972-4f669f2d96bd,871e24a36ffffff,Fine Thistle Ozone,M5,Europe/Warsaw,True,2024-06-01T20:35:46+02:00,"{'timestamp': '2024-06-01T20:35:46+02:00', 'temperature': 16.7, 'humidity': 94, 'wind_speed': 0.77, 'wind_gust': 1.02, 'wind_direction': 293, 'solar_irradiance': 7.221311475409836, 'uv_index': 0, 'precipitation': 0, 'pressure': 994.71, 'icon': 'partly-cloudy-day', 'precipitation_accumulated': 2.5399999999999636, 'dew_point': 15.729126918151088, 'feels_like': 16.7}"
281,69fceb30-4e95-11ed-960f-d7d4cf200cc9,871ec9ce8ffffff,Warming Gamboge Condensation,M5,Europe/Istanbul,True,2024-06-01T21:36:01+03:00,"{'timestamp': '2024-06-01T21:36:01+03:00', 'temperature': 22.9, 'humidity': 50, 'wind_speed': 0, 'wind_gust': 0, 'wind_direction': 268, 'solar_irradiance': 0, 'uv_index': 0, 'precipitation': 0, 'pressure': 998.33, 'icon': 'partly-cloudy-night', 'precipitation_accumulated': 0, 'dew_point': 11.92794860969124, 'feels_like': 22.9}"
282,0adfaa60-4eb9-11ed-960f-d7d4cf200cc9,8729a4022ffffff,Generous Seaweed Wind,M5,America/Los_Angeles,True,2024-06-01T11:35:54-07:00,"{'timestamp': '2024-06-01T11:35:54-07:00', 'temperature': 17, 'humidity': 80, 'wind_speed': 0.9, 'wind_gust': 1.53, 'wind_direction': 17, 'solar_irradiance': 192.94262295081967, 'uv_index': 1, 'precipitation': 0, 'pressure': 1009.24, 'icon': 'partly-cloudy-day', 'precipitation_accumulated': 0, 'dew_point': 13.524524577759209, 'feels_like': 17}"
283,66d5ea90-1e22-11ed-960b-b351f0b0cc44,87275c5b0ffffff,Atomic Punch Flood,M5,America/Chicago,True,2024-06-01T13:35:48-05:00,"{'timestamp': '2024-06-01T13:35:48-05:00', 'temperature': 16.8, 'humidity': 89, 'wind_speed': 0.19, 'wind_gust': 0.51, 'wind_direction': 134, 'solar_irradiance': 239.01639344262296, 'uv_index': 2, 'precipitation': 0, 'pressure': 978.62, 'icon': 'partly-cloudy-day', 'precipitation_accumulated': 3.5600000000000023, 'dew_point': 14.976113021544553, 'feels_like': 16.8}"
284,e24d1a80-1e0f-11ed-9972-4f669f2d96bd,8712e1266ffffff,Stable Lemonade Hurricane,M5,America/Edmonton,True,2024-06-01T12:36:01-06:00,"{'timestamp': '2024-06-01T12:36:01-06:00', 'temperature': 18, 'humidity': 31, 'wind_speed': 4.25, 'wind_gust': 4.59, 'wind_direction': 283, 'solar_irradiance': 684.1803278688525, 'uv_index': 6, 'precipitation': 0, 'pressure': 926.65, 'icon': 'partly-cloudy-day', 'precipitation_accumulated': 0, 'dew_point': 0.6103077637687353, 'feels_like': 18}"
285,5ebf2b60-4eb4-11ed-960b-b351f0b0cc44,871e354f3ffffff,Striped Wine Thermometer,M5,Europe/Prague,True,2024-06-01T20:36:07+02:00,"{'timestamp': '2024-06-01T20:36:07+02:00', 'temperature': 15.3, 'humidity': 93, 'wind_speed': 0.64, 'wind_gust': 1.02, 'wind_direction': 208, 'solar_irradiance': 3.7704918032786887, 'uv_index': 0, 'precipitation': 0, 'pressure': 969.12, 'icon': 'partly-cloudy-day', 'precipitation_accumulated': 9.149999999999977, 'dew_point': 14.174252291419693, 'feels_like': 15.3}"
